"","JULDAY","TIME","D0cm","D1.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm"
"139",166,1080,19.0395965576172,19.8757991790771,20.2981433868408,19.6413116455078,18.7836971282959,18.0865077972412,17.4472789764404,17.4087944030762,17.133975982666,7.7416672706604
"140",166,1140,16.4751663208008,17.8860244750977,19.6360530853271,19.4536838531494,18.8308944702148,18.2114925384521,17.508810043335,17.4078960418701,17.1170215606689,7.7416672706604
"141",166,1200,15.0633592605591,16.4813423156738,18.9220561981201,19.150110244751,18.7900581359863,18.2903060913086,17.5711936950684,17.4081516265869,17.1001567840576,7.7416672706604
"142",166,1260,14.2021284103394,15.7253894805908,18.3029327392578,18.7981414794922,18.6783504486084,18.3195533752441,17.6300144195557,17.4095039367676,17.0833950042725,7.7416672706604
"143",166,1320,13.9436960220337,15.2026920318604,17.8049640655518,18.4528789520264,18.5236377716064,18.303825378418,17.6815147399902,17.4118061065674,17.0667400360107,7.7416672706604
"144",166,1380,13.5923480987549,14.8327798843384,17.394681930542,18.134635925293,18.3491039276123,18.2529239654541,17.7231178283691,17.4148578643799,17.0501880645752,7.7416672706604
"145",196,0,20.2089042663574,20.2089042663574,20.2089042663574,20.2089042663574,20.2089042663574,20.2089042663574,20.2089042663574,20.2089042663574,20.2089042663574,7.7416672706604
"146",196,60,16.2804431915283,17.4910354614258,19.7554092407227,20.1268882751465,20.1976184844971,20.2079906463623,20.2088928222656,20.2088108062744,20.1848659515381,7.7416672706604
"147",196,120,16.0512657165527,17.085823059082,19.3104763031006,19.9162979125977,20.1332759857178,20.1960372924805,20.2083873748779,20.2085189819336,20.1609649658203,7.7416672706604
"148",196,180,15.9242734909058,16.8901062011719,19.0021495819092,19.6965351104736,20.0288944244385,20.1630897521973,20.2059154510498,20.2080116271973,20.1372013092041,7.7416672706604
"149",196,240,15.8514719009399,16.7536773681641,18.769588470459,19.4990119934082,19.9095840454102,20.1105251312256,20.1998424530029,20.207239151001,20.1135768890381,7.7416672706604
"150",196,300,15.8848857879639,16.7555046081543,18.5932865142822,19.3270568847656,19.7885398864746,20.0443420410156,20.1891441345215,20.2061233520508,20.0900821685791,7.7416672706604
